# A36 — EXHAUSTIVE Pure property type x multiplicity x ###Relational column datatype matrix
# Generated by /tmp/A36/Matrix2.java (single-file probe, run via /home/user/probe/jrun.sh), DuckDB in-memory.
# Model per cell:  Class model::C { p: <PURE_TYPE>[<MULT>]; }
#                  Database store::D ( Table T<n> ( ID INTEGER PRIMARY KEY, C <COL_TYPE> ) )
#                  Mapping model::M ( model::C: Relational { ~mainTable [store::D] T<n>  p: [store::D] T<n>.C } )
# Query per cell:  model::C.all()->project(~[v:x|$x.p])
# Each cell is executed THREE times, with the table holding exactly one row: V1 (representative),
# V2 (edge), then NULL.  V*_RAW is what plain JDBC getObject() returns for that same row.
# Soundness oracle = the repo's OWN judge, com.legend.exec.PureAsserts.assertInstanceOf(value, declaredType)
# (precisePrimitives are judged against their Type.java:126-137 alias, plus an explicit width-range check).
#
# CLASS legend:
#   SOUND                 compiles, every non-null value satisfies the declared Pure type AND equals the stored value
#   SILENTLY-WRONG-TYPE   compiles, runs, returns a value whose Pure carrier type is NOT the declared type
#   SILENTLY-WRONG-VALUE  compiles, runs, type is right but the value is not the stored value (lossy cast / width lie)
#   LOUD-ERROR            refused at COMPILE time (Compiler.plan throws a LegendCompileException)
#   LOUD-RUNTIME          compiles; the driver raises a raw java.sql.SQLException on SOME data (data-dependent)
#   ICE                   an internal exception (IllegalStateException) escapes the compiler
# MULT_VIOLATION = NULL-UNDER-[1]: the cell declares [1] and the executor delivered a null.
#
# RAW JDBC GROUND TRUTH (getObject on the same three rows, per column type):
#   INTEGER -> [Integer(42), Integer(2147483647), null]
#   BIGINT -> [Long(42), Long(9223372036854775807), null]
#   SMALLINT -> [Short(42), Short(32767), null]
#   TINYINT -> [Byte(42), Byte(127), null]
#   DOUBLE -> [Double(3.5), Double(1.7976931348623157E308), null]
#   FLOAT -> [Float(3.5), Float(3.4028235E38), null]
#   REAL -> [Float(3.5), Float(3.4028235E38), null]
#   BIT -> [Boolean(true), Boolean(false), null]
#   DATE -> [LocalDate(2024-01-15), LocalDate(9999-12-31), null]
#   TIMESTAMP -> [Timestamp(2024-01-15 10:30:00.0), Timestamp(9999-12-31 23:59:59.0), null]
#   VARCHAR(20) -> [String(123), String(hello), null]
#   CHAR(3) -> [String(123), String(abc), null]
#   BINARY(8) -> [DuckDBBlobResult(DuckDBBlobResult{buffer=java.nio.HeapByteBuffer[pos=0 lim=3 cap=3]}), DuckDBBlobResult(DuckDBBlobResult{buffer=java.nio.HeapByteBuffer[pos=0 lim=2 cap=2]}), null]
#   VARBINARY(8) -> [DuckDBBlobResult(DuckDBBlobResult{buffer=java.nio.HeapByteBuffer[pos=0 lim=3 cap=3]}), DuckDBBlobResult(DuckDBBlobResult{buffer=java.nio.HeapByteBuffer[pos=0 lim=2 cap=2]}), null]
#   DECIMAL(10,2) -> [BigDecimal(123.45), BigDecimal(99999999.99), null]
#   NUMERIC(10,2) -> [BigDecimal(123.45), BigDecimal(99999999.99), null]
#   SEMISTRUCTURED -> [String({"a":1}), String([1,2]), null]
#   OTHER -> [String(x), String(y), null]
#   ARRAY -> [String(x), String(y), null]
#
PURE_TYPE	MULT	COL_TYPE	COMPILES	SQL	RESULT_COL_TYPE	V1_RAW	V1_BACK	V2_RAW	V2_BACK	NULL_BACK	CLASS	MULT_VIOLATION	DETAIL
Boolean	[1]	BINARY(8)	NO								ICE		IllegalStateException: no SQL type for Pure primitive BYTE at the lowering boundary
Boolean	[1]	VARBINARY(8)	NO								ICE		IllegalStateException: no SQL type for Pure primitive BYTE at the lowering boundary
Boolean	[1]	DECIMAL(10,2)	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T14 AS t0	Boolean mult=[1]	BigDecimal(123.45)	Boolean(true)	BigDecimal(99999999.99)	Boolean(true)	null	SILENTLY-WRONG-VALUE	NULL-UNDER-[1]	v1: stored 123.45 -> returned true | v2: stored 99999999.99 -> returned true
Boolean	[1]	NUMERIC(10,2)	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T15 AS t0	Boolean mult=[1]	BigDecimal(123.45)	Boolean(true)	BigDecimal(99999999.99)	Boolean(true)	null	SILENTLY-WRONG-VALUE	NULL-UNDER-[1]	v1: stored 123.45 -> returned true | v2: stored 99999999.99 -> returned true
Boolean	[1]	SEMISTRUCTURED	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T16 AS t0	Boolean mult=[1]	String({"a":1})	ERR:SQLException: Conversion Error: Could not convert string '{"a":1}' to BOOL when casting from source column C	String([1,2])	ERR:SQLException: Conversion Error: Could not convert string '[1,2]' to BOOL when casting from source column C	null	LOUD-RUNTIME	NULL-UNDER-[1]	ERR:SQLException: Conversion Error: Could not convert string '{"a":1}' to BOOL when casting from source column C
Boolean	[1]	OTHER	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Boolean	[1]	ARRAY	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Boolean	[0..1]	INTEGER	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T0 AS t0	Boolean mult=[0..1]	Integer(42)	Boolean(true)	Integer(2147483647)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 42 -> returned true | v2: stored 2147483647 -> returned true
Boolean	[0..1]	BIGINT	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T1 AS t0	Boolean mult=[0..1]	Long(42)	Boolean(true)	Long(9223372036854775807)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 42 -> returned true | v2: stored 9223372036854775807 -> returned true
Boolean	[0..1]	SMALLINT	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T2 AS t0	Boolean mult=[0..1]	Short(42)	Boolean(true)	Short(32767)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 42 -> returned true | v2: stored 32767 -> returned true
Boolean	[0..1]	TINYINT	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T3 AS t0	Boolean mult=[0..1]	Byte(42)	Boolean(true)	Byte(127)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 42 -> returned true | v2: stored 127 -> returned true
Boolean	[0..1]	DOUBLE	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T4 AS t0	Boolean mult=[0..1]	Double(3.5)	Boolean(true)	Double(1.7976931348623157E308)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 3.5 -> returned true | v2: stored 179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 -> returned true
Boolean	[0..1]	FLOAT	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T5 AS t0	Boolean mult=[0..1]	Float(3.5)	Boolean(true)	Float(3.4028235E38)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 3.5 -> returned true | v2: stored 340282350000000000000000000000000000000 -> returned true
Boolean	[0..1]	REAL	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T6 AS t0	Boolean mult=[0..1]	Float(3.5)	Boolean(true)	Float(3.4028235E38)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 3.5 -> returned true | v2: stored 340282350000000000000000000000000000000 -> returned true
Boolean	[0..1]	BIT	YES	SELECT t0.C AS v FROM T7 AS t0	Boolean mult=[0..1]	Boolean(true)	Boolean(true)	Boolean(false)	Boolean(false)	null	SOUND		
Boolean	[0..1]	DATE	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T8 AS t0	Boolean mult=[0..1]	LocalDate(2024-01-15)	ERR:SQLException: Conversion Error: Unimplemented type for cast (DATE -> BOOLEAN) when casting from source column C	LocalDate(9999-12-31)	ERR:SQLException: Conversion Error: Unimplemented type for cast (DATE -> BOOLEAN) when casting from source column C	null	LOUD-RUNTIME		ERR:SQLException: Conversion Error: Unimplemented type for cast (DATE -> BOOLEAN) when casting from source column C
Boolean	[0..1]	TIMESTAMP	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T9 AS t0	Boolean mult=[0..1]	Timestamp(2024-01-15 10:30:00.0)	ERR:SQLException: Conversion Error: Unimplemented type for cast (TIMESTAMP -> BOOLEAN) when casting from source column C	Timestamp(9999-12-31 23:59:59.0)	ERR:SQLException: Conversion Error: Unimplemented type for cast (TIMESTAMP -> BOOLEAN) when casting from source column C	null	LOUD-RUNTIME		ERR:SQLException: Conversion Error: Unimplemented type for cast (TIMESTAMP -> BOOLEAN) when casting from source column C
Boolean	[0..1]	VARCHAR(20)	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T10 AS t0	Boolean mult=[0..1]	String(123)	ERR:SQLException: Conversion Error: Could not convert string '123' to BOOL when casting from source column C	String(hello)	ERR:SQLException: Conversion Error: Could not convert string 'hello' to BOOL when casting from source column C	null	LOUD-RUNTIME		ERR:SQLException: Conversion Error: Could not convert string '123' to BOOL when casting from source column C
Boolean	[0..1]	CHAR(3)	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T11 AS t0	Boolean mult=[0..1]	String(123)	ERR:SQLException: Conversion Error: Could not convert string '123' to BOOL when casting from source column C	String(abc)	ERR:SQLException: Conversion Error: Could not convert string 'abc' to BOOL when casting from source column C	null	LOUD-RUNTIME		ERR:SQLException: Conversion Error: Could not convert string '123' to BOOL when casting from source column C
Boolean	[0..1]	BINARY(8)	NO								ICE		IllegalStateException: no SQL type for Pure primitive BYTE at the lowering boundary
Boolean	[0..1]	VARBINARY(8)	NO								ICE		IllegalStateException: no SQL type for Pure primitive BYTE at the lowering boundary
Boolean	[0..1]	DECIMAL(10,2)	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T14 AS t0	Boolean mult=[0..1]	BigDecimal(123.45)	Boolean(true)	BigDecimal(99999999.99)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 123.45 -> returned true | v2: stored 99999999.99 -> returned true
Boolean	[0..1]	NUMERIC(10,2)	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T15 AS t0	Boolean mult=[0..1]	BigDecimal(123.45)	Boolean(true)	BigDecimal(99999999.99)	Boolean(true)	null	SILENTLY-WRONG-VALUE		v1: stored 123.45 -> returned true | v2: stored 99999999.99 -> returned true
Boolean	[0..1]	SEMISTRUCTURED	YES	SELECT CAST(t0.C AS BOOLEAN) AS v FROM T16 AS t0	Boolean mult=[0..1]	String({"a":1})	ERR:SQLException: Conversion Error: Could not convert string '{"a":1}' to BOOL when casting from source column C	String([1,2])	ERR:SQLException: Conversion Error: Could not convert string '[1,2]' to BOOL when casting from source column C	null	LOUD-RUNTIME		ERR:SQLException: Conversion Error: Could not convert string '{"a":1}' to BOOL when casting from source column C
Boolean	[0..1]	OTHER	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Boolean	[0..1]	ARRAY	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Byte	[1]	INTEGER	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Integer (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	BIGINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Integer (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	SMALLINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Integer (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	TINYINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Integer (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	DOUBLE	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Float (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	FLOAT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Float (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	REAL	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Float (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	BIT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Boolean (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	DATE	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got StrictDate (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	TIMESTAMP	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got DateTime (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	VARCHAR(20)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got String (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	CHAR(3)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got String (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	BINARY(8)	NO								ICE		IllegalStateException: no SQL type for Pure primitive BYTE at the lowering boundary
Byte	[1]	VARBINARY(8)	NO								ICE		IllegalStateException: no SQL type for Pure primitive BYTE at the lowering boundary
Byte	[1]	DECIMAL(10,2)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Decimal(10,2) (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	NUMERIC(10,2)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Decimal(10,2) (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Byte	[1]	SEMISTRUCTURED	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got meta::pure::metamodel::variant::Variant (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, inf...
Byte	[1]	OTHER	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Byte	[1]	ARRAY	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Byte	[0..1]	INTEGER	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Integer (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	BIGINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Integer (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	SMALLINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Integer (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	TINYINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Integer (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	DOUBLE	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Float (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	FLOAT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Float (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	REAL	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Float (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	BIT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Boolean (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	DATE	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got StrictDate (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	TIMESTAMP	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got DateTime (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	VARCHAR(20)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got String (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	CHAR(3)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got String (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	BINARY(8)	NO								ICE		IllegalStateException: no SQL type for Pure primitive BYTE at the lowering boundary
Byte	[0..1]	VARBINARY(8)	NO								ICE		IllegalStateException: no SQL type for Pure primitive BYTE at the lowering boundary
Byte	[0..1]	DECIMAL(10,2)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Decimal(10,2) (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	NUMERIC(10,2)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got Decimal(10,2) (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	SEMISTRUCTURED	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Byte, got meta::pure::metamodel::variant::Variant (value: AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null])
Byte	[0..1]	OTHER	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Byte	[0..1]	ARRAY	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Date	[1]	INTEGER	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Integer (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	BIGINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Integer (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	SMALLINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Integer (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	TINYINT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Integer (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	DOUBLE	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Float (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	FLOAT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Float (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	REAL	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Float (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	BIT	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Boolean (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	DATE	YES	SELECT t0.C AS v FROM T8 AS t0	Date mult=[1]	LocalDate(2024-01-15)	StrictDate(2024-01-15)	LocalDate(9999-12-31)	StrictDate(9999-12-31)	null	SOUND	NULL-UNDER-[1]	
Date	[1]	TIMESTAMP	YES	SELECT t0.C AS v FROM T9 AS t0	Date mult=[1]	Timestamp(2024-01-15 10:30:00.0)	DateWithSecond(2024-01-15T10:30:00+0000)	Timestamp(9999-12-31 23:59:59.0)	DateWithSecond(9999-12-31T23:59:59+0000)	null	SOUND	NULL-UNDER-[1]	
Date	[1]	VARCHAR(20)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got String (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	CHAR(3)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got String (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	BINARY(8)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Byte (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	VARBINARY(8)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Byte (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	DECIMAL(10,2)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Decimal(10,2) (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	NUMERIC(10,2)	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got Decimal(10,2) (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, infix=false])
Date	[1]	SEMISTRUCTURED	NO								LOUD-ERROR		TypeInferenceException: in function 'model::M$class$model::C': property 'p' of 'model::C': expected Date, got meta::pure::metamodel::variant::Variant (value: AppliedFunction[function=meta::legend::lite::trustOne, parameters=[AppliedProperty[receiver=Variable[name=row, type=null, multiplicity=null, pos=null], property=C, pos=null]], candidateFqns=[], pos=null, propertyCall=false, grouped=false, inf...
Date	[1]	OTHER	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
Date	[1]	ARRAY	NO								LOUD-ERROR		ModelException: SQL column type 'Other' has no scalar Pure type
