cfg.version	cfg	OK	String:11.4.5-MariaDB
cfg.sqlmode	cfg	OK	String:IGNORE_SPACE,STRICT_TRANS_TABLES,ERROR_FOR_DIVISION_BY_ZERO,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION
cfg.tz	cfg	OK	String:SYSTEM
cfg.systz	cfg	OK	String:EDT
cfg.charset	cfg	OK	String:utf8mb4
cfg.collconn	cfg	OK	String:utf8mb4_general_ci
cfg.collserver	cfg	OK	String:utf8mb4_general_ci
cfg.lctn	cfg	OK	BigInteger:2
cfg.divprec	cfg	OK	BigInteger:4
cfg.dq1	cfg	OK	String:abc
cfg.dq2	cfg	OK	Integer:3
cfg.dq3	cfg	OK	String:name
cfg.bt1	cfg	OK	String:alice
cfg.pipes1	cfg	OK	Integer:0
cfg.pipes2	cfg	OK	Integer:1
cfg.pipes3	cfg	OK	Integer:0
cfg.pipes4	cfg	OK	Integer:0
cfg.bool1	cfg	OK	Integer:1
cfg.bool2	cfg	OK	Integer:1
cfg.boolcol	cfg	OK	Integer:1
cfg.strcmpcase	cfg	OK	Integer:1
cfg.strcmppad	cfg	OK	Integer:1
cfg.strorder	cfg	OK	String:a
ar.plus	arith	OK	Integer:5
ar.minus	arith	OK	Integer:7
ar.times	arith	OK	Integer:12
ar.neg	arith	OK	Integer:-5
ar.div.duck	arith	OK	BigDecimal:3.50000
ar.div.plain	arith	OK	BigDecimal:3.5000
ar.div.exact	arith	OK	BigDecimal:2.0000
ar.div.type	arith	OK	BigDecimal:0.3333
ar.div.neg	arith	OK	BigDecimal:-3.5000
ar.div.zero	arith	OK	<null>
ar.div.dbl	arith	OK	Double:3.5
ar.intdiv.duck	arith	ERR	(conn=4) You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near '/ 2)' at line 1
ar.intdiv.c1	arith	OK	Integer:3
ar.intdiv.c2	arith	OK	Integer:-3
ar.intdiv.c3	arith	OK	Integer:-3
ar.intdiv.c4	arith	OK	Integer:3
ar.intdiv.zero	arith	OK	<null>
ar.intdiv.dec	arith	OK	Integer:3
ar.mod.duck.p	arith	OK	Integer:1
ar.mod.duck.n	arith	OK	Integer:2
ar.rem.duck.n	arith	OK	Integer:-1
ar.rem.duck.n2	arith	OK	Integer:1
ar.rem.op	arith	OK	Integer:-1
ar.rem.dec	arith	OK	BigDecimal:-1.5
ar.rem.zero	arith	OK	<null>
ar.abs	arith	OK	Integer:5
ar.abs.dec	arith	OK	BigDecimal:5.5
