database_name	schema_name	function_name	function_type	return_type	parameters	parameter_types	varargs	macro_definition	has_side_effects	internal	description	function_oid
system	main	arg_max_null	aggregate	DATE	arg|val	DATE|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DATE	arg|val	DATE|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DATE	arg|val	DATE|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DATE	arg|val	DATE|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DATE	arg|val	DATE|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DATE	arg|val	DATE|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DATE	arg|val	DATE|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|BIGINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|BIGINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	INTEGER	arg|val	INTEGER|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	INTEGER	arg|val	INTEGER|BIGINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	INTEGER	arg|val	INTEGER|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP	arg|val	TIMESTAMP|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|BIGINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	INTEGER	arg|val	INTEGER|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	INTEGER	arg|val	INTEGER|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DOUBLE	arg|val	DOUBLE|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	INTEGER	arg|val	INTEGER|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|BIGINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BLOB	arg|val	BLOB|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|BIGINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DECIMAL	arg|val	DECIMAL|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|BIGINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	BIGINT	arg|val	BIGINT|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	INTEGER	arg|val	INTEGER|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|ANY			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DOUBLE	arg|val	DOUBLE|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	ANY	arg|val	ANY|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DOUBLE	arg|val	DOUBLE|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DOUBLE	arg|val	DOUBLE|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DOUBLE	arg|val	DOUBLE|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DOUBLE	arg|val	DOUBLE|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	DOUBLE	arg|val	DOUBLE|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|INTEGER			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|BIGINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|HUGEINT			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|DOUBLE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|VARCHAR			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|DATE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_null	aggregate	VARCHAR	arg|val	VARCHAR|BLOB			false	true	Finds the row with the maximum val. Calculates the arg expression at that row.	671
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|TIMESTAMP WITH TIME ZONE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BLOB	arg|val	BLOB|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|TIMESTAMP WITH TIME ZONE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DECIMAL	arg|val	DECIMAL|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|TIMESTAMP WITH TIME ZONE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY	arg|val	ANY|ANY			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	ANY[]	arg|val|N	ANY|ANY|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|TIMESTAMP WITH TIME ZONE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	BIGINT	arg|val	BIGINT|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|TIMESTAMP WITH TIME ZONE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DOUBLE	arg|val	DOUBLE|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|TIMESTAMP WITH TIME ZONE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	VARCHAR	arg|val	VARCHAR|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|TIMESTAMP WITH TIME ZONE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	DATE	arg|val	DATE|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP	arg|val	TIMESTAMP|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP	arg|val	TIMESTAMP|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP	arg|val	TIMESTAMP|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP	arg|val	TIMESTAMP|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP	arg|val	TIMESTAMP|DATE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP	arg|val	TIMESTAMP|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP	arg|val	TIMESTAMP|BLOB			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	INTEGER	arg|val	INTEGER|INTEGER			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	INTEGER	arg|val	INTEGER|BIGINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	INTEGER	arg|val	INTEGER|HUGEINT			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	INTEGER	arg|val	INTEGER|DOUBLE			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	INTEGER	arg|val	INTEGER|VARCHAR			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
system	main	arg_max_nulls_last	aggregate	TIMESTAMP	arg|val	TIMESTAMP|TIMESTAMP			false	true	Finds the rows with N maximum vals, including nulls. Calculates the arg expression at that row.	673
