database_name	schema_name	function_name	function_type	return_type	parameters	parameter_types	varargs	macro_definition	has_side_effects	internal	description	function_oid
system	main	quantile_disc	aggregate	ANY	x|pos	ANY|DOUBLE			false	true	Returns the exact quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding exact quantiles.	1110
system	main	quantile_disc	aggregate	ANY	x	ANY			false	true	Returns the exact quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding exact quantiles.	1110
system	main	quantile_disc	aggregate	ANY	x|pos	ANY|DOUBLE[]			false	true	Returns the exact quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding exact quantiles.	1110
system	main	quarter	scalar	BIGINT	ts	TIMESTAMP WITH TIME ZONE			false	true	Extract the quarter component from a date or timestamp	1909
system	main	quarter	scalar	BIGINT	ts	DATE			false	true	Extract the quarter component from a date or timestamp	1909
system	main	quarter	scalar	BIGINT	ts	INTERVAL			false	true	Extract the quarter component from a date or timestamp	1909
system	main	quarter	scalar	BIGINT	ts	TIMESTAMP			false	true	Extract the quarter component from a date or timestamp	1909
system	main	query	table		col0	VARCHAR				true		126
system	main	query_table	table		col0|col1	VARCHAR[]|BOOLEAN				true		128
system	main	query_table	table		col0	VARCHAR[]				true		128
system	main	query_table	table		col0	VARCHAR				true		128
system	main	radians	scalar	DOUBLE	x	DOUBLE			false	true	Converts degrees to radians	1113
system	main	random	scalar	DOUBLE					true	true	Returns a random number between 0 and 1	1115
system	main	range	table		col0	BIGINT				true		1933
system	main	range	table		col0|col1	BIGINT|BIGINT				true		1933
system	main	range	table		col0|col1|col2	BIGINT|BIGINT|BIGINT				true		1933
system	main	range	table		col0|col1|col2	TIMESTAMP|TIMESTAMP|INTERVAL				true		1933
system	main	range	table		col0|col1|col2	TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE|INTERVAL				true		1933
system	main	range	scalar	BIGINT[]	start	BIGINT			false	true	Creates a list of values between `start` and `stop` - the stop parameter is exclusive.	1935
system	main	range	scalar	BIGINT[]	start|stop	BIGINT|BIGINT			false	true	Creates a list of values between `start` and `stop` - the stop parameter is exclusive.	1935
system	main	range	scalar	BIGINT[]	start|stop|step	BIGINT|BIGINT|BIGINT			false	true	Creates a list of values between `start` and `stop` - the stop parameter is exclusive.	1935
system	main	range	scalar	TIMESTAMP[]	start|stop|step	TIMESTAMP|TIMESTAMP|INTERVAL			false	true	Creates a list of values between `start` and `stop` - the stop parameter is exclusive.	1935
system	main	range	scalar	TIMESTAMP WITH TIME ZONE[]	start|stop|step	TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE|INTERVAL			false	true	Creates a list of values between `start` and `stop` - the stop parameter is exclusive.	1935
system	main	rank	aggregate	BIGINT					false	true		0
system	main	rank_dense	aggregate	BIGINT					false	true		0
system	main	read_blob	table		col0	VARCHAR				true		122
system	main	read_blob	table		col0	VARCHAR[]				true		122
system	main	read_csv	table		col0|hive_types_autocast|skip|types|nullstr|encoding|hive_types|filename|header|delim|dateformat|column_names|union_by_name|new_line|escape|allow_quoted_nulls|comment|hive_partitioning|sep|columns|rejects_limit|force_not_null|auto_type_candidates|sample_size|timestampformat|auto_detect|all_varchar|store_rejects|normalize_names|rejects_table|column_types|compression|ignore_errors|names|max_line_size|quote|maximum_line_size|rejects_scan|buffer_size|decimal_separator|parallel|null_padding|dtypes|strict_mode|thousands|files_to_sniff	VARCHAR|BOOLEAN|BIGINT|ANY|ANY|VARCHAR|ANY|ANY|BOOLEAN|VARCHAR|VARCHAR|VARCHAR[]|BOOLEAN|VARCHAR|VARCHAR|BOOLEAN|VARCHAR|BOOLEAN|VARCHAR|ANY|BIGINT|VARCHAR[]|ANY|BIGINT|VARCHAR|BOOLEAN|BOOLEAN|BOOLEAN|BOOLEAN|VARCHAR|ANY|VARCHAR|BOOLEAN|VARCHAR[]|VARCHAR|VARCHAR|VARCHAR|VARCHAR|UBIGINT|VARCHAR|BOOLEAN|BOOLEAN|ANY|BOOLEAN|VARCHAR|BIGINT				true		96
system	main	read_csv	table		col0|files_to_sniff|thousands|strict_mode|dtypes|null_padding|parallel|decimal_separator|buffer_size|rejects_scan|maximum_line_size|quote|max_line_size|names|ignore_errors|compression|column_types|rejects_table|normalize_names|store_rejects|all_varchar|auto_detect|timestampformat|sample_size|auto_type_candidates|force_not_null|rejects_limit|columns|sep|hive_partitioning|comment|allow_quoted_nulls|escape|new_line|union_by_name|column_names|dateformat|delim|header|filename|hive_types|encoding|nullstr|types|skip|hive_types_autocast	VARCHAR[]|BIGINT|VARCHAR|BOOLEAN|ANY|BOOLEAN|BOOLEAN|VARCHAR|UBIGINT|VARCHAR|VARCHAR|VARCHAR|VARCHAR|VARCHAR[]|BOOLEAN|VARCHAR|ANY|VARCHAR|BOOLEAN|BOOLEAN|BOOLEAN|BOOLEAN|VARCHAR|BIGINT|ANY|VARCHAR[]|BIGINT|ANY|VARCHAR|BOOLEAN|VARCHAR|BOOLEAN|VARCHAR|VARCHAR|BOOLEAN|VARCHAR[]|VARCHAR|VARCHAR|BOOLEAN|ANY|ANY|VARCHAR|ANY|ANY|BIGINT|BOOLEAN				true		96
system	main	read_csv_auto	table		col0|hive_types_autocast|skip|types|nullstr|encoding|hive_types|filename|header|delim|dateformat|column_names|union_by_name|new_line|escape|allow_quoted_nulls|comment|hive_partitioning|sep|columns|rejects_limit|force_not_null|auto_type_candidates|sample_size|timestampformat|auto_detect|all_varchar|store_rejects|normalize_names|rejects_table|column_types|compression|ignore_errors|names|max_line_size|quote|maximum_line_size|rejects_scan|buffer_size|decimal_separator|parallel|null_padding|dtypes|strict_mode|thousands|files_to_sniff	VARCHAR|BOOLEAN|BIGINT|ANY|ANY|VARCHAR|ANY|ANY|BOOLEAN|VARCHAR|VARCHAR|VARCHAR[]|BOOLEAN|VARCHAR|VARCHAR|BOOLEAN|VARCHAR|BOOLEAN|VARCHAR|ANY|BIGINT|VARCHAR[]|ANY|BIGINT|VARCHAR|BOOLEAN|BOOLEAN|BOOLEAN|BOOLEAN|VARCHAR|ANY|VARCHAR|BOOLEAN|VARCHAR[]|VARCHAR|VARCHAR|VARCHAR|VARCHAR|UBIGINT|VARCHAR|BOOLEAN|BOOLEAN|ANY|BOOLEAN|VARCHAR|BIGINT				true		98
system	main	read_csv_auto	table		col0|files_to_sniff|thousands|strict_mode|dtypes|null_padding|parallel|decimal_separator|buffer_size|rejects_scan|maximum_line_size|quote|max_line_size|names|ignore_errors|compression|column_types|rejects_table|normalize_names|store_rejects|all_varchar|auto_detect|timestampformat|sample_size|auto_type_candidates|force_not_null|rejects_limit|columns|sep|hive_partitioning|comment|allow_quoted_nulls|escape|new_line|union_by_name|column_names|dateformat|delim|header|filename|hive_types|encoding|nullstr|types|skip|hive_types_autocast	VARCHAR[]|BIGINT|VARCHAR|BOOLEAN|ANY|BOOLEAN|BOOLEAN|VARCHAR|UBIGINT|VARCHAR|VARCHAR|VARCHAR|VARCHAR|VARCHAR[]|BOOLEAN|VARCHAR|ANY|VARCHAR|BOOLEAN|BOOLEAN|BOOLEAN|BOOLEAN|VARCHAR|BIGINT|ANY|VARCHAR[]|BIGINT|ANY|VARCHAR|BOOLEAN|VARCHAR|BOOLEAN|VARCHAR|VARCHAR|BOOLEAN|VARCHAR[]|VARCHAR|VARCHAR|BOOLEAN|ANY|ANY|VARCHAR|ANY|ANY|BIGINT|BOOLEAN				true		98
system	main	read_duckdb	table		col0|filename|hive_types_autocast|hive_partitioning|hive_types|union_by_name|schema_name|table_name	VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY|BOOLEAN|VARCHAR|VARCHAR				true		100
system	main	read_duckdb	table		col0|table_name|schema_name|union_by_name|hive_types|hive_partitioning|hive_types_autocast|filename	VARCHAR[]|VARCHAR|VARCHAR|BOOLEAN|ANY|BOOLEAN|BOOLEAN|ANY				true		100
system	main	read_json	table		col0|filename|hive_types_autocast|hive_partitioning|hive_types|timestamp_format|compression|maximum_sample_files|union_by_name|maximum_depth|auto_detect|maximum_object_size|ignore_errors|convert_strings_to_integers|format|columns|sample_size|dateformat|field_appearance_threshold|date_format|timestampformat|map_inference_threshold|records	VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY|VARCHAR|VARCHAR|BIGINT|BOOLEAN|BIGINT|BOOLEAN|UINTEGER|BOOLEAN|BOOLEAN|VARCHAR|ANY|BIGINT|VARCHAR|DOUBLE|VARCHAR|VARCHAR|BIGINT|VARCHAR				true		2012
system	main	read_json	table		col0|records|map_inference_threshold|timestampformat|date_format|field_appearance_threshold|dateformat|sample_size|columns|format|convert_strings_to_integers|ignore_errors|maximum_object_size|auto_detect|maximum_depth|union_by_name|maximum_sample_files|compression|timestamp_format|hive_types|hive_partitioning|hive_types_autocast|filename	VARCHAR[]|VARCHAR|BIGINT|VARCHAR|VARCHAR|DOUBLE|VARCHAR|BIGINT|ANY|VARCHAR|BOOLEAN|BOOLEAN|UINTEGER|BOOLEAN|BIGINT|BOOLEAN|BIGINT|VARCHAR|VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY				true		2012
system	main	read_json_auto	table		col0|filename|hive_types_autocast|hive_partitioning|hive_types|timestamp_format|compression|maximum_sample_files|union_by_name|maximum_depth|auto_detect|maximum_object_size|ignore_errors|convert_strings_to_integers|format|columns|sample_size|dateformat|field_appearance_threshold|date_format|timestampformat|map_inference_threshold|records	VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY|VARCHAR|VARCHAR|BIGINT|BOOLEAN|BIGINT|BOOLEAN|UINTEGER|BOOLEAN|BOOLEAN|VARCHAR|ANY|BIGINT|VARCHAR|DOUBLE|VARCHAR|VARCHAR|BIGINT|VARCHAR				true		2016
system	main	read_json_auto	table		col0|records|map_inference_threshold|timestampformat|date_format|field_appearance_threshold|dateformat|sample_size|columns|format|convert_strings_to_integers|ignore_errors|maximum_object_size|auto_detect|maximum_depth|union_by_name|maximum_sample_files|compression|timestamp_format|hive_types|hive_partitioning|hive_types_autocast|filename	VARCHAR[]|VARCHAR|BIGINT|VARCHAR|VARCHAR|DOUBLE|VARCHAR|BIGINT|ANY|VARCHAR|BOOLEAN|BOOLEAN|UINTEGER|BOOLEAN|BIGINT|BOOLEAN|BIGINT|VARCHAR|VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY				true		2016
system	main	read_json_objects	table		col0|filename|hive_types_autocast|hive_partitioning|hive_types|compression|union_by_name|maximum_object_size|ignore_errors|format	VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY|VARCHAR|BOOLEAN|UINTEGER|BOOLEAN|VARCHAR				true		2006
system	main	read_json_objects	table		col0|format|ignore_errors|maximum_object_size|union_by_name|compression|hive_types|hive_partitioning|hive_types_autocast|filename	VARCHAR[]|VARCHAR|BOOLEAN|UINTEGER|BOOLEAN|VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY				true		2006
system	main	read_json_objects_auto	table		col0|filename|hive_types_autocast|hive_partitioning|hive_types|compression|union_by_name|maximum_object_size|ignore_errors|format	VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY|VARCHAR|BOOLEAN|UINTEGER|BOOLEAN|VARCHAR				true		2010
system	main	read_json_objects_auto	table		col0|format|ignore_errors|maximum_object_size|union_by_name|compression|hive_types|hive_partitioning|hive_types_autocast|filename	VARCHAR[]|VARCHAR|BOOLEAN|UINTEGER|BOOLEAN|VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY				true		2010
system	main	read_ndjson	table		col0|records|map_inference_threshold|timestampformat|date_format|field_appearance_threshold|dateformat|sample_size|columns|format|convert_strings_to_integers|ignore_errors|maximum_object_size|auto_detect|maximum_depth|union_by_name|maximum_sample_files|compression|timestamp_format|hive_types|hive_partitioning|hive_types_autocast|filename	VARCHAR[]|VARCHAR|BIGINT|VARCHAR|VARCHAR|DOUBLE|VARCHAR|BIGINT|ANY|VARCHAR|BOOLEAN|BOOLEAN|UINTEGER|BOOLEAN|BIGINT|BOOLEAN|BIGINT|VARCHAR|VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY				true		2014
system	main	read_ndjson	table		col0|filename|hive_types_autocast|hive_partitioning|hive_types|timestamp_format|compression|maximum_sample_files|union_by_name|maximum_depth|auto_detect|maximum_object_size|ignore_errors|convert_strings_to_integers|format|columns|sample_size|dateformat|field_appearance_threshold|date_format|timestampformat|map_inference_threshold|records	VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY|VARCHAR|VARCHAR|BIGINT|BOOLEAN|BIGINT|BOOLEAN|UINTEGER|BOOLEAN|BOOLEAN|VARCHAR|ANY|BIGINT|VARCHAR|DOUBLE|VARCHAR|VARCHAR|BIGINT|VARCHAR				true		2014
system	main	read_ndjson_auto	table		col0|filename|hive_types_autocast|hive_partitioning|hive_types|timestamp_format|compression|maximum_sample_files|union_by_name|maximum_depth|auto_detect|maximum_object_size|ignore_errors|convert_strings_to_integers|format|columns|sample_size|dateformat|field_appearance_threshold|date_format|timestampformat|map_inference_threshold|records	VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY|VARCHAR|VARCHAR|BIGINT|BOOLEAN|BIGINT|BOOLEAN|UINTEGER|BOOLEAN|BOOLEAN|VARCHAR|ANY|BIGINT|VARCHAR|DOUBLE|VARCHAR|VARCHAR|BIGINT|VARCHAR				true		2018
system	main	read_ndjson_auto	table		col0|records|map_inference_threshold|timestampformat|date_format|field_appearance_threshold|dateformat|sample_size|columns|format|convert_strings_to_integers|ignore_errors|maximum_object_size|auto_detect|maximum_depth|union_by_name|maximum_sample_files|compression|timestamp_format|hive_types|hive_partitioning|hive_types_autocast|filename	VARCHAR[]|VARCHAR|BIGINT|VARCHAR|VARCHAR|DOUBLE|VARCHAR|BIGINT|ANY|VARCHAR|BOOLEAN|BOOLEAN|UINTEGER|BOOLEAN|BIGINT|BOOLEAN|BIGINT|VARCHAR|VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY				true		2018
system	main	read_ndjson_objects	table		col0|filename|hive_types_autocast|hive_partitioning|hive_types|compression|union_by_name|maximum_object_size|ignore_errors|format	VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY|VARCHAR|BOOLEAN|UINTEGER|BOOLEAN|VARCHAR				true		2008
system	main	read_ndjson_objects	table		col0|format|ignore_errors|maximum_object_size|union_by_name|compression|hive_types|hive_partitioning|hive_types_autocast|filename	VARCHAR[]|VARCHAR|BOOLEAN|UINTEGER|BOOLEAN|VARCHAR|ANY|BOOLEAN|BOOLEAN|ANY				true		2008
system	main	read_parquet	table		col0|can_have_nan|encryption_config|file_row_number|schema|parquet_version|filename|binary_as_string|debug_use_openssl|union_by_name|explicit_cardinality|compression|hive_types|hive_partitioning|hive_types_autocast	VARCHAR|BOOLEAN|ANY|BOOLEAN|ANY|VARCHAR|ANY|BOOLEAN|BOOLEAN|BOOLEAN|UBIGINT|VARCHAR|ANY|BOOLEAN|BOOLEAN				true		1316
system	main	read_parquet	table		col0|hive_types_autocast|hive_partitioning|hive_types|compression|explicit_cardinality|union_by_name|debug_use_openssl|binary_as_string|filename|parquet_version|schema|file_row_number|encryption_config|can_have_nan	VARCHAR[]|BOOLEAN|BOOLEAN|ANY|VARCHAR|UBIGINT|BOOLEAN|BOOLEAN|BOOLEAN|ANY|VARCHAR|ANY|BOOLEAN|ANY|BOOLEAN				true		1316
system	main	read_text	table		col0	VARCHAR				true		124
system	main	read_text	table		col0	VARCHAR[]				true		124
system	main	reduce	scalar	ANY	list|lambda(x,y)	ANY[]|LAMBDA			false	true	Reduces all elements of the input `list` into a single scalar value by executing the `lambda` function on a running result and the next list element. The `lambda` function has an optional `initial_value` argument.	1118
system	main	reduce	scalar	ANY	list|lambda(x,y)|initial_value	ANY[]|LAMBDA|ANY			false	true	Reduces all elements of the input `list` into a single scalar value by executing the `lambda` function on a running result and the next list element. The `lambda` function has an optional `initial_value` argument.	1118
system	main	regexp_escape	scalar	VARCHAR	string	VARCHAR			false	true	Escapes special patterns to turn `string` into a regular expression similarly to Python's `re.escape` function.	512
system	main	regexp_extract	scalar	VARCHAR	string|regex|group|options	VARCHAR|VARCHAR|INTEGER|VARCHAR			false	true	If `string` contains the `regex` pattern, returns the capturing group specified by optional parameter `group`; otherwise, returns the empty string. The `group` must be a constant value. If no `group` is given, it defaults to 0. A set of optional regex `options` can be set.	514
system	main	regexp_extract	scalar	VARCHAR	string|regex	VARCHAR|VARCHAR			false	true	If `string` contains the `regex` pattern, returns the capturing group specified by optional parameter `group`; otherwise, returns the empty string. The `group` must be a constant value. If no `group` is given, it defaults to 0. A set of optional regex `options` can be set.	514
system	main	regexp_extract	scalar	VARCHAR	string|regex|group	VARCHAR|VARCHAR|INTEGER			false	true	If `string` contains the `regex` pattern, returns the capturing group specified by optional parameter `group`; otherwise, returns the empty string. The `group` must be a constant value. If no `group` is given, it defaults to 0. A set of optional regex `options` can be set.	514
system	main	regexp_extract	scalar	VARCHAR	string|regex|name_list	VARCHAR|VARCHAR|VARCHAR[]			false	true	If `string` contains the `regex` pattern, returns the capturing groups as a struct with corresponding names from `name_list`; otherwise, returns a struct with the same keys and empty strings as values. A set of optional regex `options` can be set.	514
system	main	regexp_extract	scalar	VARCHAR	string|regex|name_list|options	VARCHAR|VARCHAR|VARCHAR[]|VARCHAR			false	true	If `string` contains the `regex` pattern, returns the capturing groups as a struct with corresponding names from `name_list`; otherwise, returns a struct with the same keys and empty strings as values. A set of optional regex `options` can be set.	514
system	main	regexp_extract_all	scalar	VARCHAR[]	string|regex|group	VARCHAR|VARCHAR|INTEGER			false	true	Finds non-overlapping occurrences of the `regex` in the `string` and returns the corresponding values of the capturing `group`. A set of optional regex `options` can be set.	516
system	main	regexp_extract_all	scalar	VARCHAR[]	string|regex|group|options	VARCHAR|VARCHAR|INTEGER|VARCHAR			false	true	Finds non-overlapping occurrences of the `regex` in the `string` and returns the corresponding values of the capturing `group`. A set of optional regex `options` can be set.	516
system	main	regexp_extract_all	scalar	VARCHAR[]	string|regex	VARCHAR|VARCHAR			false	true	Finds non-overlapping occurrences of the `regex` in the `string` and returns the corresponding values of the capturing `group`. A set of optional regex `options` can be set.	516
system	main	regexp_extract_all	scalar	VARCHAR[]	string|regex|group	VARCHAR|VARCHAR|VARCHAR[]			false	true	Finds non-overlapping occurrences of the `regex` in the `string` and returns the corresponding values of the capturing `group`. A set of optional regex `options` can be set.	516
system	main	regexp_extract_all	scalar	VARCHAR[]	string|regex|group|options	VARCHAR|VARCHAR|VARCHAR[]|VARCHAR			false	true	Finds non-overlapping occurrences of the `regex` in the `string` and returns the corresponding values of the capturing `group`. A set of optional regex `options` can be set.	516
system	main	regexp_full_match	scalar	BOOLEAN	string|regex	VARCHAR|VARCHAR			false	true	Returns `true` if the entire `string` matches the `regex`. A set of optional regex `options` can be set.	518
system	main	regexp_full_match	scalar	BOOLEAN	string|regex|col2	VARCHAR|VARCHAR|VARCHAR			false	true	Returns `true` if the entire `string` matches the `regex`. A set of optional regex `options` can be set.	518
system	main	regexp_matches	scalar	BOOLEAN	string|regex	VARCHAR|VARCHAR			false	true	Returns `true` if `string` contains the `regex`, `false` otherwise. A set of optional regex `options` can be set.	520
system	main	regexp_matches	scalar	BOOLEAN	string|regex|options	VARCHAR|VARCHAR|VARCHAR			false	true	Returns `true` if `string` contains the `regex`, `false` otherwise. A set of optional regex `options` can be set.	520
system	main	regexp_replace	scalar	VARCHAR	string|regex|replacement	VARCHAR|VARCHAR|VARCHAR			false	true	If `string` contains the `regex`, replaces the matching part with `replacement`. A set of optional regex `options` can be set.	522
system	main	regexp_replace	scalar	VARCHAR	string|regex|replacement|options	VARCHAR|VARCHAR|VARCHAR|VARCHAR			false	true	If `string` contains the `regex`, replaces the matching part with `replacement`. A set of optional regex `options` can be set.	522
system	main	regexp_split_to_array	scalar	VARCHAR[]	string|regex	VARCHAR|VARCHAR			false	true	Splits the `string` along the `regex`. A set of optional regex `options` can be set.	524
system	main	regexp_split_to_array	scalar	VARCHAR[]	string|regex|options	VARCHAR|VARCHAR|VARCHAR			false	true	Splits the `string` along the `regex`. A set of optional regex `options` can be set.	524
system	main	regexp_split_to_table	macro		text|pattern			unnest(string_split_regex("text", pattern))		true		2110
system	main	regr_avgx	aggregate	DOUBLE	y|x	DOUBLE|DOUBLE			false	true	Returns the average of the independent variable for non-NULL pairs in a group, where x is the independent variable and y is the dependent variable.	1120
system	main	regr_avgy	aggregate	DOUBLE	y|x	DOUBLE|DOUBLE			false	true	Returns the average of the dependent variable for non-NULL pairs in a group, where x is the independent variable and y is the dependent variable.	1122
system	main	regr_count	aggregate	UINTEGER	y|x	DOUBLE|DOUBLE			false	true	Returns the number of non-NULL number pairs in a group.	1124
system	main	regr_intercept	aggregate	DOUBLE	y|x	DOUBLE|DOUBLE			false	true	Returns the intercept of the univariate linear regression line for non-NULL pairs in a group.	1126
system	main	regr_r2	aggregate	DOUBLE	y|x	DOUBLE|DOUBLE			false	true	Returns the coefficient of determination for non-NULL pairs in a group.	1128
system	main	regr_slope	aggregate	DOUBLE	y|x	DOUBLE|DOUBLE			false	true	Returns the slope of the linear regression line for non-NULL pairs in a group.	1130
system	main	regr_sxx	aggregate	DOUBLE	y|x	DOUBLE|DOUBLE			false	true		1132
system	main	regr_sxy	aggregate	DOUBLE	y|x	DOUBLE|DOUBLE			false	true	Returns the population covariance of input values	1134
system	main	regr_syy	aggregate	DOUBLE	y|x	DOUBLE|DOUBLE			false	true		1136
system	main	remap_struct	scalar	ANY	input|target_type|mapping|defaults	ANY|ANY|ANY|ANY			false	true	Map a struct to another struct type, potentially re-ordering, renaming and casting members and filling in defaults for missing values	526
system	main	repeat	table		col0|col1	ANY|BIGINT				true		112
system	main	repeat	scalar	VARCHAR	string|count	VARCHAR|BIGINT			false	true	Repeats the `string` `count` number of times.	1138
system	main	repeat	scalar	BLOB	blob|count	BLOB|BIGINT			false	true	Repeats the `blob` `count` number of times.	1138
system	main	repeat	scalar	T[]	col0|col1	T[]|BIGINT			false	true		1138
system	main	repeat_row	table		num_rows	BIGINT	ANY			true		118
system	main	replace	scalar	VARCHAR	string|source|target	VARCHAR|VARCHAR|VARCHAR			false	true	Replaces any occurrences of the `source` with `target` in `string`.	1140
system	main	replace_type	scalar	ANY	param|type1|type2	ANY|ANY|ANY			false	true	Casts all fields of type1 to type2	1142
system	main	reservoir_quantile	aggregate	DECIMAL	x|quantile|sample_size	DECIMAL|DOUBLE|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	DECIMAL	x|quantile	DECIMAL|DOUBLE			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	DOUBLE	x|quantile	DOUBLE|DOUBLE			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	FLOAT[]	x|quantile|sample_size	FLOAT|DOUBLE[]|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	FLOAT	x|quantile|sample_size	FLOAT|DOUBLE|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	FLOAT	x|quantile	FLOAT|DOUBLE			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	HUGEINT[]	x|quantile|sample_size	HUGEINT|DOUBLE[]|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	HUGEINT[]	x|quantile	HUGEINT|DOUBLE[]			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	HUGEINT	x|quantile|sample_size	HUGEINT|DOUBLE|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	DOUBLE	x|quantile|sample_size	DOUBLE|DOUBLE|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	DOUBLE[]	x|quantile	DOUBLE|DOUBLE[]			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	DOUBLE[]	x|quantile|sample_size	DOUBLE|DOUBLE[]|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	TINYINT[]	x|quantile|sample_size	TINYINT|DOUBLE[]|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	BIGINT[]	x|quantile|sample_size	BIGINT|DOUBLE[]|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	BIGINT[]	x|quantile	BIGINT|DOUBLE[]			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	BIGINT	x|quantile|sample_size	BIGINT|DOUBLE|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	BIGINT	x|quantile	BIGINT|DOUBLE			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	INTEGER[]	x|quantile|sample_size	INTEGER|DOUBLE[]|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	INTEGER[]	x|quantile	INTEGER|DOUBLE[]			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	INTEGER	x|quantile|sample_size	INTEGER|DOUBLE|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	INTEGER	x|quantile	INTEGER|DOUBLE			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	SMALLINT[]	x|quantile|sample_size	SMALLINT|DOUBLE[]|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	SMALLINT[]	x|quantile	SMALLINT|DOUBLE[]			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	SMALLINT	x|quantile|sample_size	SMALLINT|DOUBLE|INTEGER			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	SMALLINT	x|quantile	SMALLINT|DOUBLE			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	FLOAT[]	x|quantile	FLOAT|DOUBLE[]			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
system	main	reservoir_quantile	aggregate	TINYINT[]	x|quantile	TINYINT|DOUBLE[]			false	true	Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size.	1144
